route,stop,date,boarding,deboarding
L,Tulip Ln & Cascade Pl (SB),2012-10-22,12,11
L,8th St & L St (WB),2012-10-23,6,0
L,Hutchison & Shields Library (WB),2012-10-23,6,158
L,Pole Line & Donner (NB),2012-10-23,33,30
L,8th St & D St (EB),2012-10-23,2,33
L,East 8th Street & Pole Line Road (WB),2012-10-23,16,3
L,Hutchison & California (WB),2012-10-23,0,323
L,Pole Line & Wahl Way (SB),2012-10-23,2,0
L,Monarch Ln & Campbell (SB),2012-10-23,22,17
L,Hutchison Dr & Art Building (EB),2012-10-23,98,1
L,Pole Line Rd & Loyola Dr (NB),2012-10-23,1,27
L,Tulip Ln & Cascade Pl (SB),2012-10-23,13,12
L,Hutchison Dr & A St (EB),2012-10-23,9,1
L,Moore Blvd & Raphael (EB),2012-10-23,11,5
L,Moore Blvd & Wright Blvd (EB),2012-10-23,2,4
L,8th St & Chestnut Ln (WB),2012-10-23,75,2
L,8th St & Chestnut Ln (EB),2012-10-23,11,70
L,B St & 4th St (NB),2012-10-23,15,3
L,B St & 7th St (SB),2012-10-23,14,10
L,Pole Line Rd & Claremont Dr (NB),2012-10-23,14,36
L,B St & 5th St (NB),2012-10-23,5,0
L,8th St & J St (EB),2012-10-23,9,95
L,Silo Terminal & North Boarding Area (WB),2012-10-23,440,1
L,Pole Line Rd & 8th St (NB),2012-10-23,3,4
L,Moore Blvd & Rockwell (EB),2012-10-23,18,9
L,Loyola Dr & Regis Dr (WB),2012-10-23,10,5
L,8th St & D St (WB),2012-10-23,44,1
L,Temple Dr & Balsam Pl (WB),2012-10-23,5,7
L,8th St & G St (WB),2012-10-23,53,3
L,8th St & J St (WB),2012-10-23,103,2
L,Loyola Dr & Whittier Dr (WB),2012-10-23,31,1
L,8th St & L St (EB),2012-10-23,1,18
L,B St & 4th St  (SB),2012-10-23,1,16
L,B St & 7th St (NB),2012-10-23,5,6
L,Pole Line Rd & Picasso Ave (NB),2012-10-23,25,35
L,Moore Blvd & Pole Line Rd (EB),2012-10-23,20,27
L,8th St & G St (EB),2012-10-23,1,58
L,A St & Hutchison (SB),2012-10-23,1,64
L,Loyola Dr & Nutmeg Ln (WB),2012-10-23,8,2
L,B St & 5th St (NB),2012-10-24,6,3
L,Pole Line Rd & 8th St (NB),2012-10-24,1,4
L,Loyola Dr & Regis Dr (WB),2012-10-24,5,3
L,Temple Dr & Balsam Pl (WB),2012-10-24,5,7
L,8th St & L St (EB),2012-10-24,1,19
L,8th St & L St (WB),2012-10-24,10,1
L,Pole Line Rd & Picasso Ave (NB),2012-10-24,33,38
L,Hutchison Dr & Art Building (EB),2012-10-24,98,1
L,8th St & J St (WB),2012-10-24,87,3
L,Monarch Ln & Campbell (SB),2012-10-24,18,18
L,Moore Blvd & Pole Line Rd (EB),2012-10-24,21,20
L,8th St & Chestnut Ln (EB),2012-10-24,4,68
L,A St & Hutchison (SB),2012-10-24,2,57
L,Moore Blvd & Wright Blvd (EB),2012-10-24,5,3
L,Pole Line & Donner (NB),2012-10-24,26,22
L,8th St & G St (EB),2012-10-24,7,58
L,Moore Blvd & Rockwell (EB),2012-10-24,10,9
L,B St & 7th St (NB),2012-10-24,1,9
L,B St & 4th St (NB),2012-10-24,22,4
L,B St & 7th St (SB),2012-10-24,11,10
L,East 8th Street & Pole Line Road (WB),2012-10-24,17,0
L,8th St & J St (EB),2012-10-24,1,102
L,B St & 4th St  (SB),2012-10-24,3,27
L,8th St & D St (EB),2012-10-24,1,34
L,Silo Terminal & North Boarding Area (WB),2012-10-24,449,1
L,Loyola Dr & Whittier Dr (WB),2012-10-24,29,0
L,Hutchison Dr & A St (EB),2012-10-24,12,0
L,8th St & Chestnut Ln (WB),2012-10-24,66,3
L,Loyola Dr & Nutmeg Ln (WB),2012-10-24,9,4
L,Pole Line & Wahl Way (SB),2012-10-24,5,2
L,Pole Line Rd & Claremont Dr (NB),2012-10-24,16,31
L,8th St & D St (WB),2012-10-24,35,0
L,Moore Blvd & Raphael (EB),2012-10-24,11,9
L,Hutchison & Shields Library (WB),2012-10-24,2,173
L,Tulip Ln & Cascade Pl (SB),2012-10-24,10,8
L,8th St & G St (WB),2012-10-24,58,11
L,Hutchison & California (WB),2012-10-24,0,318
L,Pole Line Rd & Loyola Dr (NB),2012-10-24,0,33
L,B St & 7th St (NB),2012-10-25,6,7
L,8th St & J St (EB),2012-10-25,1,91
L,Temple Dr & Balsam Pl (WB),2012-10-25,4,8
L,Moore Blvd & Rockwell (EB),2012-10-25,17,7
L,Moore Blvd & Wright Blvd (EB),2012-10-25,3,6
L,Pole Line & Wahl Way (SB),2012-10-25,1,0
L,8th St & L St (WB),2012-10-25,11,0
L,Pole Line Rd & Picasso Ave (NB),2012-10-25,31,26
L,Loyola Dr & Regis Dr (WB),2012-10-25,5,4
L,B St & 7th St (SB),2012-10-25,9,10
L,Silo Terminal & North Boarding Area (WB),2012-10-25,433,1
L,8th St & Chestnut Ln (EB),2012-10-25,7,71
L,Hutchison & Shields Library (WB),2012-10-25,1,156
L,Pole Line Rd & Loyola Dr (NB),2012-10-25,1,28
L,Hutchison Dr & Art Building (EB),2012-10-25,76,0
L,Loyola Dr & Nutmeg Ln (WB),2012-10-25,9,2
L,Pole Line & Donner (NB),2012-10-25,28,29
L,B St & 4th St (NB),2012-10-25,20,2
L,8th St & G St (EB),2012-10-25,8,50
L,8th St & D St (WB),2012-10-25,28,2
L,East 8th Street & Pole Line Road (WB),2012-10-25,16,3
L,Pole Line Rd & Claremont Dr (NB),2012-10-25,14,34
L,B St & 5th St (NB),2012-10-25,5,3
L,Tulip Ln & Cascade Pl (SB),2012-10-25,11,7
L,8th St & G St (WB),2012-10-25,54,7
L,Monarch Ln & Campbell (SB),2012-10-25,19,13
L,Loyola Dr & Whittier Dr (WB),2012-10-25,30,0
L,Moore Blvd & Pole Line Rd (EB),2012-10-25,20,17
L,Pole Line Rd & 8th St (NB),2012-10-25,0,3
L,A St & Hutchison (SB),2012-10-25,5,53
L,Moore Blvd & Raphael (EB),2012-10-25,8,2
L,8th St & D St (EB),2012-10-25,3,27
L,8th St & L St (EB),2012-10-25,5,19
L,Hutchison & California (WB),2012-10-25,0,329
L,8th St & Chestnut Ln (WB),2012-10-25,60,4
L,B St & 4th St  (SB),2012-10-25,0,19
L,8th St & J St (WB),2012-10-25,96,2
L,Hutchison Dr & A St (EB),2012-10-25,7,1
L,8th St & Chestnut Ln (EB),2012-10-26,15,56
L,Moore Blvd & Rockwell (EB),2012-10-26,4,7
L,Monarch Ln & Campbell (SB),2012-10-26,17,13
L,B St & 4th St  (SB),2012-10-26,2,17
L,Pole Line Rd & 8th St (NB),2012-10-26,1,8
L,Pole Line Rd & Claremont Dr (NB),2012-10-26,14,24
L,Moore Blvd & Pole Line Rd (EB),2012-10-26,17,19
L,A St & Hutchison (SB),2012-10-26,1,54
L,Pole Line Rd & Picasso Ave (NB),2012-10-26,25,23
L,Hutchison & California (WB),2012-10-26,0,291
L,B St & 4th St (NB),2012-10-26,13,1
L,8th St & G St (WB),2012-10-26,34,3
L,Loyola Dr & Nutmeg Ln (WB),2012-10-26,5,2
L,8th St & G St (EB),2012-10-26,3,30
L,B St & 7th St (SB),2012-10-26,6,4
L,Hutchison Dr & Art Building (EB),2012-10-26,50,0
L,Hutchison Dr & A St (EB),2012-10-26,7,1
L,Loyola Dr & Whittier Dr (WB),2012-10-26,16,1
L,Pole Line & Wahl Way (SB),2012-10-26,3,0
L,East 8th Street & Pole Line Road (WB),2012-10-26,9,1
L,Pole Line & Donner (NB),2012-10-26,23,21
L,8th St & D St (EB),2012-10-26,1,23
L,8th St & Chestnut Ln (WB),2012-10-26,44,3
L,Temple Dr & Balsam Pl (WB),2012-10-26,2,4
L,8th St & J St (WB),2012-10-26,66,0
L,Moore Blvd & Raphael (EB),2012-10-26,4,3
L,Moore Blvd & Wright Blvd (EB),2012-10-26,2,5
L,8th St & L St (WB),2012-10-26,10,1
L,Pole Line Rd & Loyola Dr (NB),2012-10-26,0,18
L,B St & 7th St (NB),2012-10-26,3,3
L,8th St & J St (EB),2012-10-26,0,68
L,8th St & L St (EB),2012-10-26,0,19
L,Hutchison & Shields Library (WB),2012-10-26,0,100
L,Tulip Ln & Cascade Pl (SB),2012-10-26,3,6
L,Silo Terminal & North Boarding Area (WB),2012-10-26,278,0
L,Loyola Dr & Regis Dr (WB),2012-10-26,5,2
L,B St & 5th St (NB),2012-10-26,2,1
L,8th St & D St (WB),2012-10-26,27,2
L,Monarch Ln & Campbell (SB),2012-10-29,19,23
L,B St & 5th St (NB),2012-10-29,6,2
L,B St & 7th St (NB),2012-10-29,4,3
L,Loyola Dr & Regis Dr (WB),2012-10-29,6,4
L,B St & 4th St  (SB),2012-10-29,3,25
L,8th St & G St (EB),2012-10-29,3,56
L,Hutchison & California (WB),2012-10-29,0,307
L,8th St & D St (WB),2012-10-29,28,0
L,Pole Line & Donner (NB),2012-10-29,30,28
L,Moore Blvd & Raphael (EB),2012-10-29,7,5
L,Pole Line Rd & 8th St (NB),2012-10-29,0,5
L,Loyola Dr & Whittier Dr (WB),2012-10-29,24,0
L,Pole Line Rd & Claremont Dr (NB),2012-10-29,14,42
L,B St & 4th St (NB),2012-10-29,14,2
L,8th St & Chestnut Ln (EB),2012-10-29,7,68
L,Moore Blvd & Rockwell (EB),2012-10-29,14,12
L,8th St & L St (EB),2012-10-29,4,15
L,8th St & G St (WB),2012-10-29,53,5
L,8th St & J St (EB),2012-10-29,1,104
L,Loyola Dr & Nutmeg Ln (WB),2012-10-29,9,1
L,Tulip Ln & Cascade Pl (SB),2012-10-29,8,4
L,Silo Terminal & North Boarding Area (WB),2012-10-29,368,3
L,Moore Blvd & Pole Line Rd (EB),2012-10-29,21,20
L,8th St & Chestnut Ln (WB),2012-10-29,48,2
L,8th St & J St (WB),2012-10-29,85,1
L,Moore Blvd & Wright Blvd (EB),2012-10-29,4,5
L,Hutchison Dr & Art Building (EB),2012-10-29,71,2
L,B St & 7th St (SB),2012-10-29,8,9
L,8th St & D St (EB),2012-10-29,1,26
L,East 8th Street & Pole Line Road (WB),2012-10-29,12,0
L,Temple Dr & Balsam Pl (WB),2012-10-29,6,4
L,A St & Hutchison (SB),2012-10-29,3,72
L,Hutchison Dr & A St (EB),2012-10-29,5,0
L,Pole Line & Wahl Way (SB),2012-10-29,7,2
L,8th St & L St (WB),2012-10-29,8,0
L,Pole Line Rd & Picasso Ave (NB),2012-10-29,32,35
L,Hutchison & Shields Library (WB),2012-10-29,2,149
L,Pole Line Rd & Loyola Dr (NB),2012-10-29,0,31
L,8th St & D St (WB),2012-10-30,30,2
L,Loyola Dr & Regis Dr (WB),2012-10-30,5,2
L,Monarch Ln & Campbell (SB),2012-10-30,20,11
L,Silo Terminal & North Boarding Area (WB),2012-10-30,396,0
L,8th St & J St (WB),2012-10-30,103,4
L,8th St & L St (EB),2012-10-30,0,14
L,Pole Line Rd & Claremont Dr (NB),2012-10-30,16,32
L,Moore Blvd & Raphael (EB),2012-10-30,5,3
L,Pole Line & Donner (NB),2012-10-30,17,22
L,8th St & L St (WB),2012-10-30,5,1
L,Hutchison & Shields Library (WB),2012-10-30,2,143
L,8th St & G St (WB),2012-10-30,53,6
L,8th St & J St (EB),2012-10-30,1,102
L,Hutchison Dr & Art Building (EB),2012-10-30,97,0
L,Temple Dr & Balsam Pl (WB),2012-10-30,4,3
L,Pole Line Rd & Loyola Dr (NB),2012-10-30,0,30
L,8th St & Chestnut Ln (EB),2012-10-30,8,81
L,B St & 4th St (NB),2012-10-30,44,17
L,8th St & Chestnut Ln (WB),2012-10-30,64,1
L,Pole Line & Wahl Way (SB),2012-10-30,3,0
L,Loyola Dr & Nutmeg Ln (WB),2012-10-30,9,1
L,8th St & G St (EB),2012-10-30,4,60
L,Moore Blvd & Wright Blvd (EB),2012-10-30,1,3
L,B St & 7th St (SB),2012-10-30,14,12
L,Tulip Ln & Cascade Pl (SB),2012-10-30,8,6
L,Moore Blvd & Pole Line Rd (EB),2012-10-30,18,18
L,B St & 7th St (NB),2012-10-30,3,7
L,Loyola Dr & Whittier Dr (WB),2012-10-30,25,3
L,B St & 4th St  (SB),2012-10-30,3,46
L,8th St & D St (EB),2012-10-30,2,17
L,B St & 5th St (NB),2012-10-30,7,2
L,Hutchison & California (WB),2012-10-30,0,312
L,East 8th Street & Pole Line Road (WB),2012-10-30,13,1
L,Hutchison Dr & A St (EB),2012-10-30,3,0
L,A St & Hutchison (SB),2012-10-30,4,69
L,Moore Blvd & Rockwell (EB),2012-10-30,15,9
L,Pole Line Rd & Picasso Ave (NB),2012-10-30,30,32
L,Pole Line Rd & 8th St (NB),2012-10-30,0,3
L,Silo Terminal & North Boarding Area (WB),2012-10-31,421,1
L,B St & 5th St (NB),2012-10-31,9,3
L,8th St & G St (EB),2012-10-31,2,72
L,8th St & D St (WB),2012-10-31,42,5
L,8th St & L St (EB),2012-10-31,2,17
L,Pole Line & Donner (NB),2012-10-31,29,32
L,Moore Blvd & Rockwell (EB),2012-10-31,9,11
L,8th St & G St (WB),2012-10-31,47,3
L,8th St & J St (WB),2012-10-31,93,4
L,A St & Hutchison (SB),2012-10-31,2,70
L,8th St & Chestnut Ln (WB),2012-10-31,85,5
L,Monarch Ln & Campbell (SB),2012-10-31,22,12
L,Loyola Dr & Whittier Dr (WB),2012-10-31,23,2
L,East 8th Street & Pole Line Road (WB),2012-10-31,9,0
L,Pole Line & Wahl Way (SB),2012-10-31,3,0
L,Moore Blvd & Wright Blvd (EB),2012-10-31,4,5
L,Loyola Dr & Regis Dr (WB),2012-10-31,9,6
L,B St & 7th St (NB),2012-10-31,3,5
L,Moore Blvd & Raphael (EB),2012-10-31,7,6
L,8th St & L St (WB),2012-10-31,11,0
L,Hutchison Dr & A St (EB),2012-10-31,8,0
L,Hutchison & Shields Library (WB),2012-10-31,2,153
L,Hutchison Dr & Art Building (EB),2012-10-31,127,0
L,8th St & Chestnut Ln (EB),2012-10-31,8,84
L,Temple Dr & Balsam Pl (WB),2012-10-31,5,5
L,B St & 4th St (NB),2012-10-31,10,3
L,Hutchison & California (WB),2012-10-31,0,309
L,B St & 7th St (SB),2012-10-31,6,8
L,Pole Line Rd & Picasso Ave (NB),2012-10-31,29,30
L,Tulip Ln & Cascade Pl (SB),2012-10-31,11,6
L,Pole Line Rd & Loyola Dr (NB),2012-10-31,0,29
L,Pole Line Rd & 8th St (NB),2012-10-31,1,2
L,Moore Blvd & Pole Line Rd (EB),2012-10-31,27,29
L,8th St & J St (EB),2012-10-31,1,105
L,B St & 4th St  (SB),2012-10-31,1,37
L,Loyola Dr & Nutmeg Ln (WB),2012-10-31,8,3
L,8th St & D St (EB),2012-10-31,4,36
L,Pole Line Rd & Claremont Dr (NB),2012-10-31,12,26
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-01,3,694
M,Richards Blvd & Olive Dr (SB),2012-10-01,4,38
M,Drew Ave & Cowell Blvd (NB),2012-10-01,2,271
M,Drew & Research Park Drive (NB),2012-10-01,3,5
M,Richards Blvd & Olive Dr (NB),2012-10-01,42,2
M,Cowell Blvd & Research Park S Dr (EB),2012-10-01,1,82
M,B St & 4th St  (SB),2012-10-01,1,0
M,1st St & D St (WB),2012-10-01,2,6
M,Memorial Union (M Line) & Howard Way (SB),2012-10-01,765,15
M,Cowell Blvd & Research Park S Dr (WB),2012-10-01,37,8
M,Cowell Blvd & Halsey Cir (WB),2012-10-01,9,11
M,1st St & C St (EB),2012-10-01,10,4
M,Russell Blvd & A St (WB),2012-10-01,0,3
M,Cowell Blvd & Valdora St (WB),2012-10-01,319,225
M,Cowell Blvd & Drew Ave (WB),2012-10-01,244,5
M,B St & 4th St (NB),2012-10-01,0,6
M,B St & 4th St  (SB),2012-10-02,4,10
M,Cowell Blvd & Research Park S Dr (EB),2012-10-02,6,69
M,Richards Blvd & Olive Dr (SB),2012-10-02,1,34
M,Cowell Blvd & Halsey Cir (WB),2012-10-02,14,10
M,Richards Blvd & Olive Dr (NB),2012-10-02,39,8
M,Cowell Blvd & Drew Ave (WB),2012-10-02,251,15
M,Memorial Union (M Line) & Howard Way (SB),2012-10-02,682,3
M,Cowell Blvd & Valdora St (WB),2012-10-02,262,192
M,1st St & D St (WB),2012-10-02,5,16
M,Drew Ave & Cowell Blvd (NB),2012-10-02,3,229
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-02,0,639
M,B St & 4th St (NB),2012-10-02,3,18
M,Drew & Research Park Drive (NB),2012-10-02,1,1
M,Cowell Blvd & Research Park S Dr (WB),2012-10-02,36,6
M,1st St & C St (EB),2012-10-02,8,10
M,Russell Blvd & A St (WB),2012-10-02,1,3
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-03,0,684
M,Drew Ave & Cowell Blvd (NB),2012-10-03,4,248
M,Cowell Blvd & Research Park S Dr (EB),2012-10-03,5,73
M,Richards Blvd & Olive Dr (SB),2012-10-03,5,39
M,1st St & C St (EB),2012-10-03,7,13
M,Cowell Blvd & Drew Ave (WB),2012-10-03,233,17
M,Russell Blvd & A St (WB),2012-10-03,0,4
M,Cowell Blvd & Halsey Cir (WB),2012-10-03,13,16
M,Memorial Union (M Line) & Howard Way (SB),2012-10-03,660,16
M,Richards Blvd & Olive Dr (NB),2012-10-03,47,10
M,Cowell Blvd & Research Park S Dr (WB),2012-10-03,44,6
M,B St & 4th St (NB),2012-10-03,0,5
M,Cowell Blvd & Valdora St (WB),2012-10-03,273,193
M,B St & 4th St  (SB),2012-10-03,1,0
M,1st St & D St (WB),2012-10-03,9,22
M,Richards Blvd & Olive Dr (SB),2012-10-04,3,34
M,Drew & Research Park Drive (NB),2012-10-04,2,4
M,Cowell Blvd & Research Park S Dr (WB),2012-10-04,53,4
M,Cowell Blvd & Halsey Cir (WB),2012-10-04,12,5
M,B St & 4th St (NB),2012-10-04,0,5
M,Memorial Union (M Line) & Howard Way (SB),2012-10-04,580,1
M,1st St & C St (EB),2012-10-04,8,9
M,Russell Blvd & A St (WB),2012-10-04,0,4
M,Drew Ave & Cowell Blvd (NB),2012-10-04,6,233
M,Richards Blvd & Olive Dr (NB),2012-10-04,38,7
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-04,1,688
M,Cowell Blvd & Research Park S Dr (EB),2012-10-04,4,69
M,1st St & D St (WB),2012-10-04,9,22
M,Cowell Blvd & Drew Ave (WB),2012-10-04,231,10
M,B St & 4th St  (SB),2012-10-04,4,4
M,Cowell Blvd & Valdora St (WB),2012-10-04,245,163
M,Russell Blvd & A St (WB),2012-10-05,0,1
M,Cowell Blvd & Halsey Cir (WB),2012-10-05,4,13
M,1st St & C St (EB),2012-10-05,4,5
M,Cowell Blvd & Valdora St (WB),2012-10-05,239,146
M,Cowell Blvd & Research Park S Dr (WB),2012-10-05,43,4
M,Richards Blvd & Olive Dr (SB),2012-10-05,4,24
M,Drew Ave & Cowell Blvd (NB),2012-10-05,6,157
M,Richards Blvd & Olive Dr (NB),2012-10-05,28,14
M,Cowell Blvd & Research Park S Dr (EB),2012-10-05,8,49
M,Memorial Union (M Line) & Howard Way (SB),2012-10-05,524,8
M,Cowell Blvd & Drew Ave (WB),2012-10-05,183,0
M,Drew & Research Park Drive (NB),2012-10-05,2,0
M,B St & 4th St (NB),2012-10-05,0,5
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-05,1,505
M,1st St & D St (WB),2012-10-05,4,26
M,B St & 4th St  (SB),2012-10-05,5,1
M,Richards Blvd & Olive Dr (SB),2012-10-08,4,34
M,1st St & D St (WB),2012-10-08,6,17
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-08,9,648
M,Memorial Union (M Line) & Howard Way (SB),2012-10-08,600,4
M,Russell Blvd & A St (WB),2012-10-08,0,2
M,B St & 4th St  (SB),2012-10-08,2,5
M,B St & 4th St (NB),2012-10-08,0,3
M,Drew Ave & Cowell Blvd (NB),2012-10-08,1,240
M,Cowell Blvd & Halsey Cir (WB),2012-10-08,11,13
M,Cowell Blvd & Research Park S Dr (EB),2012-10-08,3,67
M,Drew & Research Park Drive (NB),2012-10-08,1,3
M,1st St & C St (EB),2012-10-08,13,7
M,Richards Blvd & Olive Dr (NB),2012-10-08,37,9
M,Cowell Blvd & Drew Ave (WB),2012-10-08,256,4
M,Cowell Blvd & Research Park S Dr (WB),2012-10-08,36,2
M,Cowell Blvd & Valdora St (WB),2012-10-08,265,154
M,Cowell Blvd & Research Park S Dr (WB),2012-10-09,43,0
M,1st St & C St (EB),2012-10-09,16,5
M,Richards Blvd & Olive Dr (SB),2012-10-09,5,34
M,1st St & D St (WB),2012-10-09,6,27
M,Drew & Research Park Drive (NB),2012-10-09,3,3
M,Cowell Blvd & Research Park S Dr (EB),2012-10-09,11,76
M,Drew Ave & Cowell Blvd (NB),2012-10-09,12,263
M,Cowell Blvd & Drew Ave (WB),2012-10-09,287,3
M,B St & 4th St  (SB),2012-10-09,1,4
M,Russell Blvd & A St (WB),2012-10-09,0,3
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-09,8,703
M,Cowell Blvd & Valdora St (WB),2012-10-09,238,179
M,Memorial Union (M Line) & Howard Way (SB),2012-10-09,688,10
M,Cowell Blvd & Halsey Cir (WB),2012-10-09,8,13
M,B St & 4th St (NB),2012-10-09,0,6
M,Richards Blvd & Olive Dr (NB),2012-10-09,35,6
M,Drew Ave & Cowell Blvd (NB),2012-10-10,3,235
M,Cowell Blvd & Halsey Cir (WB),2012-10-10,14,11
M,Richards Blvd & Olive Dr (SB),2012-10-10,4,39
M,B St & 4th St  (SB),2012-10-10,4,4
M,Richards Blvd & Olive Dr (NB),2012-10-10,27,4
M,B St & 4th St (NB),2012-10-10,0,5
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-10,25,593
M,Drew & Research Park Drive (NB),2012-10-10,1,4
M,Cowell Blvd & Research Park S Dr (EB),2012-10-10,7,54
M,Cowell Blvd & Drew Ave (WB),2012-10-10,220,3
M,Cowell Blvd & Research Park S Dr (WB),2012-10-10,53,5
M,Cowell Blvd & Valdora St (WB),2012-10-10,250,179
M,Russell Blvd & A St (WB),2012-10-10,0,7
M,1st St & C St (EB),2012-10-10,12,6
M,1st St & D St (WB),2012-10-10,10,17
M,Memorial Union (M Line) & Howard Way (SB),2012-10-10,643,0
M,Drew Ave & Cowell Blvd (NB),2012-10-11,1,191
M,Cowell Blvd & Halsey Cir (WB),2012-10-11,7,13
M,Russell Blvd & A St (WB),2012-10-11,1,4
M,Richards Blvd & Olive Dr (SB),2012-10-11,12,42
M,Cowell Blvd & Research Park S Dr (EB),2012-10-11,5,61
M,Cowell Blvd & Valdora St (WB),2012-10-11,249,176
M,Richards Blvd & Olive Dr (NB),2012-10-11,56,3
M,Cowell Blvd & Research Park S Dr (WB),2012-10-11,42,1
M,B St & 4th St  (SB),2012-10-11,9,23
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-11,1,702
M,Drew & Research Park Drive (NB),2012-10-11,2,7
M,1st St & D St (WB),2012-10-11,10,32
M,1st St & C St (EB),2012-10-11,12,12
M,Memorial Union (M Line) & Howard Way (SB),2012-10-11,582,12
M,Cowell Blvd & Drew Ave (WB),2012-10-11,229,12
M,B St & 4th St (NB),2012-10-11,1,7
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-12,0,547
M,Cowell Blvd & Research Park S Dr (WB),2012-10-12,30,2
M,Richards Blvd & Olive Dr (NB),2012-10-12,42,6
M,Drew Ave & Cowell Blvd (NB),2012-10-12,2,155
M,Memorial Union (M Line) & Howard Way (SB),2012-10-12,451,5
M,Drew & Research Park Drive (NB),2012-10-12,1,1
M,Cowell Blvd & Research Park S Dr (EB),2012-10-12,5,52
M,B St & 4th St  (SB),2012-10-12,3,2
M,Richards Blvd & Olive Dr (SB),2012-10-12,2,26
M,1st St & C St (EB),2012-10-12,10,3
M,B St & 4th St (NB),2012-10-12,3,6
M,Cowell Blvd & Drew Ave (WB),2012-10-12,169,3
M,Russell Blvd & A St (WB),2012-10-12,0,1
M,Cowell Blvd & Halsey Cir (WB),2012-10-12,13,10
M,1st St & D St (WB),2012-10-12,2,26
M,Cowell Blvd & Valdora St (WB),2012-10-12,253,131
M,Richards Blvd & Olive Dr (SB),2012-10-15,2,47
M,Cowell Blvd & Halsey Cir (WB),2012-10-15,13,12
M,Drew & Research Park Drive (NB),2012-10-15,1,2
M,Cowell Blvd & Drew Ave (WB),2012-10-15,241,11
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-15,1,634
M,1st St & C St (EB),2012-10-15,15,6
M,Cowell Blvd & Research Park S Dr (EB),2012-10-15,5,64
M,Cowell Blvd & Research Park S Dr (WB),2012-10-15,36,2
M,B St & 4th St  (SB),2012-10-15,1,6
M,Memorial Union (M Line) & Howard Way (SB),2012-10-15,629,1
M,Richards Blvd & Olive Dr (NB),2012-10-15,46,2
M,Cowell Blvd & Valdora St (WB),2012-10-15,233,172
M,Russell Blvd & A St (WB),2012-10-15,1,3
M,Drew Ave & Cowell Blvd (NB),2012-10-15,0,223
M,B St & 4th St (NB),2012-10-15,1,3
M,1st St & D St (WB),2012-10-15,0,18
M,Cowell Blvd & Halsey Cir (WB),2012-10-16,8,17
M,1st St & C St (EB),2012-10-16,25,6
M,Cowell Blvd & Drew Ave (WB),2012-10-16,231,19
M,Memorial Union (M Line) & Howard Way (SB),2012-10-16,610,11
M,Cowell Blvd & Valdora St (WB),2012-10-16,210,137
M,B St & 4th St (NB),2012-10-16,0,4
M,Cowell Blvd & Research Park S Dr (EB),2012-10-16,7,62
M,1st St & D St (WB),2012-10-16,8,28
M,Drew Ave & Cowell Blvd (NB),2012-10-16,0,203
M,B St & 4th St  (SB),2012-10-16,0,6
M,Richards Blvd & Olive Dr (SB),2012-10-16,5,41
M,Cowell Blvd & Research Park S Dr (WB),2012-10-16,36,6
M,Richards Blvd & Olive Dr (NB),2012-10-16,47,2
M,Drew & Research Park Drive (NB),2012-10-16,2,4
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-16,0,571
M,Russell Blvd & A St (WB),2012-10-16,2,3
M,1st St & D St (WB),2012-10-17,5,19
M,Richards Blvd & Olive Dr (NB),2012-10-17,46,7
M,Cowell Blvd & Research Park S Dr (EB),2012-10-17,5,56
M,Cowell Blvd & Drew Ave (WB),2012-10-17,239,3
M,Cowell Blvd & Valdora St (WB),2012-10-17,232,161
M,Cowell Blvd & Research Park S Dr (WB),2012-10-17,32,2
M,Memorial Union (M Line) & Howard Way (SB),2012-10-17,534,5
M,Drew Ave & Cowell Blvd (NB),2012-10-17,2,198
M,Cowell Blvd & Halsey Cir (WB),2012-10-17,8,13
M,1st St & C St (EB),2012-10-17,2,9
M,B St & 4th St  (SB),2012-10-17,1,4
M,B St & 4th St (NB),2012-10-17,1,7
M,Russell Blvd & A St (WB),2012-10-17,1,3
M,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-17,0,580
M,Richards Blvd & Olive Dr (SB),2012-10-17,2,35
M,B St & 4th St  (SB),2012-10-18,4,1
M,Cowell Blvd & Halsey Cir (WB),2012-10-18,9,13
M,Richards Blvd & Olive Dr (SB),2012-10-18,2,42
M,Russell Blvd & A St (WB),2012-10-18,3,3
M,Cowell Blvd & Valdora St (WB),2012-10-18,243,156
M,1st St & C St (EB),2012-10-18,10,4
M,Richards Blvd & Olive Dr (NB),2012-10-18,51,10
M,Cowell Blvd & Drew Ave (WB),2012-10-18,206,3
M,Drew & Research Park Drive (NB),2012-10-18,3,5
M,Cowell Blvd & Research Park S Dr (WB),2012-10-18,44,2
M,Memorial Union (M Line) & Howard Way (SB),2012-10-18,579,12
M,B St & 4th St (NB),2012-10-18,1,3
