route,stop,date,boarding,deboarding
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-11,28,25
C,Hutchison & California (WB),2012-10-11,380,1
C,Silo Terminal & Center Island (EB),2012-10-11,77,282
C,Anderson Rd & Russell Blvd (NB),2012-10-11,5,56
C,La Rue Rd & Orchard (NB),2012-10-11,7,22
C,Wake Forest Dr & Oxford Cir (EB),2012-10-11,112,88
C,Hutchison Dr & Bioletti Way (EB),2012-10-11,0,84
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-11,163,61
C,Anderson Rd & Russell Blvd (NB),2012-10-12,4,56
C,Silo Terminal & Center Island (EB),2012-10-12,47,371
C,Hutchison & California (WB),2012-10-12,291,1
C,Hutchison Dr & Bioletti Way (EB),2012-10-12,0,71
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-12,14,16
C,La Rue Rd & Orchard (SB),2012-10-12,11,9
C,La Rue Rd & Orchard (NB),2012-10-12,3,13
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-12,139,48
C,8th St & Sycamore Ln (WB),2012-10-12,4,4
C,Wake Forest Dr & Oxford Cir (EB),2012-10-12,85,61
C,Wake Forest Dr & Oxford Cir (EB),2012-10-15,105,113
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-15,164,69
C,La Rue Rd & Orchard (SB),2012-10-15,12,4
C,Hutchison Dr & Bioletti Way (EB),2012-10-15,2,109
C,Anderson Rd & Russell Blvd (NB),2012-10-15,0,68
C,8th St & Sycamore Ln (WB),2012-10-15,7,5
C,La Rue Rd & Orchard (NB),2012-10-15,1,21
C,Hutchison & California (WB),2012-10-15,372,5
C,Silo Terminal & Center Island (EB),2012-10-15,80,379
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-15,23,23
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-16,168,60
C,Hutchison & California (WB),2012-10-16,302,3
C,Hutchison Dr & Bioletti Way (EB),2012-10-16,2,92
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-16,35,25
C,La Rue Rd & Orchard (NB),2012-10-16,5,16
C,8th St & Sycamore Ln (WB),2012-10-16,3,6
C,Anderson Rd & Russell Blvd (NB),2012-10-16,2,31
C,Wake Forest Dr & Oxford Cir (EB),2012-10-16,103,100
C,La Rue Rd & Orchard (SB),2012-10-16,9,6
C,Silo Terminal & Center Island (EB),2012-10-16,61,337
C,La Rue Rd & Orchard (NB),2012-10-17,4,16
C,Hutchison & California (WB),2012-10-17,359,2
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-17,167,64
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-17,29,26
C,La Rue Rd & Orchard (SB),2012-10-17,8,7
C,Anderson Rd & Russell Blvd (NB),2012-10-17,1,56
C,8th St & Sycamore Ln (WB),2012-10-17,5,7
C,Hutchison Dr & Bioletti Way (EB),2012-10-17,0,88
C,Silo Terminal & Center Island (EB),2012-10-17,22,337
C,Wake Forest Dr & Oxford Cir (EB),2012-10-17,110,115
C,Silo Terminal & Center Island (EB),2012-10-18,43,293
C,La Rue Rd & Orchard (SB),2012-10-18,17,8
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-18,26,29
C,La Rue Rd & Orchard (NB),2012-10-18,0,22
C,Anderson Rd & Russell Blvd (NB),2012-10-18,2,40
C,8th St & Sycamore Ln (WB),2012-10-18,6,10
C,Hutchison & California (WB),2012-10-18,375,1
C,Hutchison Dr & Bioletti Way (EB),2012-10-18,0,66
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-18,138,53
C,Wake Forest Dr & Oxford Cir (EB),2012-10-18,104,105
C,Hutchison Dr & Bioletti Way (EB),2012-10-19,0,90
C,Silo Terminal & Center Island (EB),2012-10-19,47,269
C,La Rue Rd & Orchard (SB),2012-10-19,15,8
C,La Rue Rd & Orchard (NB),2012-10-19,4,19
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-19,139,65
C,Wake Forest Dr & Oxford Cir (EB),2012-10-19,86,81
C,Anderson Rd & Russell Blvd (NB),2012-10-19,0,47
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-19,19,13
C,8th St & Sycamore Ln (WB),2012-10-19,5,5
C,Hutchison & California (WB),2012-10-19,277,3
C,Silo Terminal & Center Island (EB),2012-10-22,148,579
C,La Rue Rd & Orchard (SB),2012-10-22,14,15
C,Hutchison & California (WB),2012-10-22,445,2
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-22,197,82
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-22,44,53
C,Hutchison Dr & Bioletti Way (EB),2012-10-22,1,145
C,8th St & Sycamore Ln (WB),2012-10-22,10,15
C,Wake Forest Dr & Oxford Cir (EB),2012-10-22,160,141
C,La Rue Rd & Orchard (NB),2012-10-22,10,32
C,Anderson Rd & Russell Blvd (NB),2012-10-22,4,78
C,La Rue Rd & Orchard (SB),2012-10-23,16,7
C,8th St & Sycamore Ln (WB),2012-10-23,4,10
C,La Rue Rd & Orchard (NB),2012-10-23,2,21
C,Hutchison Dr & Bioletti Way (EB),2012-10-23,1,120
C,Hutchison & California (WB),2012-10-23,367,3
C,Anderson Rd & Russell Blvd (NB),2012-10-23,4,71
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-23,45,41
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-23,182,67
C,Wake Forest Dr & Oxford Cir (EB),2012-10-23,130,119
C,Silo Terminal & Center Island (EB),2012-10-23,0,378
C,Hutchison Dr & Bioletti Way (EB),2012-10-24,2,124
C,Hutchison & California (WB),2012-10-24,365,1
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-24,38,38
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-24,183,55
C,8th St & Sycamore Ln (WB),2012-10-24,12,15
C,La Rue Rd & Orchard (SB),2012-10-24,23,7
C,Anderson Rd & Russell Blvd (NB),2012-10-24,3,62
C,Silo Terminal & Center Island (EB),2012-10-24,80,335
C,La Rue Rd & Orchard (NB),2012-10-24,10,31
C,Wake Forest Dr & Oxford Cir (EB),2012-10-24,131,118
C,Hutchison & California (WB),2012-10-25,357,0
C,Silo Terminal & Center Island (EB),2012-10-25,77,341
C,Wake Forest Dr & Oxford Cir (EB),2012-10-25,128,118
C,8th St & Sycamore Ln (WB),2012-10-25,4,5
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-25,33,36
C,La Rue Rd & Orchard (SB),2012-10-25,9,8
C,Anderson Rd & Russell Blvd (NB),2012-10-25,2,76
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-25,166,56
C,La Rue Rd & Orchard (NB),2012-10-25,3,17
C,Hutchison Dr & Bioletti Way (EB),2012-10-25,0,92
C,8th St & Sycamore Ln (WB),2012-10-26,5,3
C,Anderson Rd & Russell Blvd (NB),2012-10-26,1,60
C,La Rue Rd & Orchard (NB),2012-10-26,4,20
C,Silo Terminal & Center Island (EB),2012-10-26,61,294
C,Hutchison & California (WB),2012-10-26,304,4
C,Wake Forest Dr & Oxford Cir (EB),2012-10-26,95,100
C,La Rue Rd & Orchard (SB),2012-10-26,9,5
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-26,20,26
C,Hutchison Dr & Bioletti Way (EB),2012-10-26,1,77
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-26,162,42
C,Anderson Rd & Russell Blvd (NB),2012-10-29,3,55
C,La Rue Rd & Orchard (NB),2012-10-29,4,25
C,Wake Forest Dr & Oxford Cir (EB),2012-10-29,134,127
C,Hutchison Dr & Bioletti Way (EB),2012-10-29,0,107
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-29,29,31
C,8th St & Sycamore Ln (WB),2012-10-29,7,9
C,Silo Terminal & Center Island (EB),2012-10-29,120,348
C,Hutchison & California (WB),2012-10-29,365,0
C,La Rue Rd & Orchard (SB),2012-10-29,13,6
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-29,162,74
C,La Rue Rd & Orchard (NB),2012-10-30,3,23
C,8th St & Sycamore Ln (WB),2012-10-30,5,5
C,Anderson Rd & Russell Blvd (NB),2012-10-30,5,55
C,Hutchison Dr & Bioletti Way (EB),2012-10-30,0,99
C,Hutchison & California (WB),2012-10-30,375,1
C,Wake Forest Dr & Oxford Cir (EB),2012-10-30,123,108
C,La Rue Rd & Orchard (SB),2012-10-30,8,10
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-30,34,36
C,Silo Terminal & Center Island (EB),2012-10-30,2,352
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-30,161,66
C,Sycamore Ln & Wake Forest Dr (SB),2012-10-31,151,71
C,Silo Terminal & Center Island (EB),2012-10-31,30,467
C,Wake Forest Dr & Oxford Cir (EB),2012-10-31,159,120
C,La Rue Rd & Orchard (SB),2012-10-31,17,9
C,Anderson Rd & Russell Blvd (NB),2012-10-31,3,58
C,8th St & Sycamore Ln (WB),2012-10-31,6,7
C,Hutchison Dr & Bioletti Way (EB),2012-10-31,3,145
C,Hutchison & California (WB),2012-10-31,387,8
C,La Rue Rd & Orchard (NB),2012-10-31,3,21
C,Wake Forest Dr & 1440 (Castillian) (EB),2012-10-31,29,25
D,La Rue Rd & Orchard (NB),2012-10-01,7,0
D,Hutchison Dr & Bioletti Way (EB),2012-10-01,6,278
D,Hutchison Dr & Health Sci Dr (WB),2012-10-01,13,13
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-01,9,1
D,Arlington Blvd & Shasta Dr (SB),2012-10-01,99,78
D,Russell Blvd & Sycamore Ln (EB),2012-10-01,0,2
D,Arlington Blvd & Cabot St (SB),2012-10-01,24,15
D,Russell Blvd & Arthur St (WB),2012-10-01,36,77
D,Hutchison & California (WB),2012-10-01,1526,1008
D,Russell Blvd & Sycamore Ln (WB),2012-10-01,4,4
D,Russell Blvd & Arlington Farms (WB),2012-10-01,192,239
D,Hutchison Dr & Ext Center (WB),2012-10-01,8,4
D,Lake Blvd & Portage Bay (NB),2012-10-01,154,121
D,Arlington Blvd & Lake Blvd (SB),2012-10-01,102,72
D,Lake Blvd & 1050 (NB),2012-10-01,43,60
D,Hutchison Dr & Health Sci Drive (EB),2012-10-01,21,27
D,Lake Blvd & Salem Ave (NB),2012-10-01,20,18
D,Arlington Blvd & Westernesse Rd (SB),2012-10-01,10,3
D,Arlington Blvd & Cabot St (SB),2012-10-02,16,18
D,Lake Blvd & 1050 (NB),2012-10-02,37,52
D,Russell Blvd & Sycamore Ln (WB),2012-10-02,2,4
D,Lake Blvd & Salem Ave (NB),2012-10-02,18,16
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-02,8,2
D,Russell Blvd & Arthur St (WB),2012-10-02,35,63
D,Hutchison Dr & Ext Center (WB),2012-10-02,10,22
D,La Rue Rd & Orchard (SB),2012-10-02,0,1
D,Russell Blvd & Arlington Farms (WB),2012-10-02,189,243
D,La Rue Rd & Orchard (NB),2012-10-02,5,1
D,Arlington Blvd & Lake Blvd (SB),2012-10-02,119,77
D,Hutchison Dr & Health Sci Drive (EB),2012-10-02,17,25
D,Lake Blvd & Portage Bay (NB),2012-10-02,139,138
D,Hutchison Dr & Health Sci Dr (WB),2012-10-02,16,21
D,Russell Blvd & Sycamore Ln (EB),2012-10-02,0,2
D,Hutchison & California (WB),2012-10-02,1520,1080
D,Arlington Blvd & Westernesse Rd (SB),2012-10-02,4,3
D,Hutchison Dr & Bioletti Way (EB),2012-10-02,0,311
D,Arlington Blvd & Shasta Dr (SB),2012-10-02,91,81
D,Arlington Blvd & Shasta Dr (SB),2012-10-03,114,67
D,Hutchison Dr & Bioletti Way (EB),2012-10-03,22,293
D,Russell Blvd & Arlington Farms (WB),2012-10-03,200,206
D,Russell Blvd & Sycamore Ln (EB),2012-10-03,1,0
D,Hutchison Dr & Health Sci Dr (WB),2012-10-03,12,23
D,La Rue Rd & Orchard (NB),2012-10-03,2,1
D,Russell Blvd & Arthur St (WB),2012-10-03,49,74
D,Hutchison Dr & Health Sci Drive (EB),2012-10-03,10,18
D,Russell Blvd & Sycamore Ln (WB),2012-10-03,9,2
D,Hutchison Dr & Ext Center (WB),2012-10-03,16,21
D,Arlington Blvd & Lake Blvd (SB),2012-10-03,98,61
D,La Rue Rd & Orchard (SB),2012-10-03,1,2
D,Hutchison & California (WB),2012-10-03,1488,932
D,Lake Blvd & Salem Ave (NB),2012-10-03,23,17
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-03,11,2
D,Lake Blvd & 1050 (NB),2012-10-03,43,59
D,Arlington Blvd & Westernesse Rd (SB),2012-10-03,5,5
D,Arlington Blvd & Cabot St (SB),2012-10-03,22,14
D,Lake Blvd & Portage Bay (NB),2012-10-03,148,107
D,Russell Blvd & Arlington Farms (WB),2012-10-04,178,227
D,Russell Blvd & Arthur St (WB),2012-10-04,44,65
D,Russell Blvd & Sycamore Ln (WB),2012-10-04,6,8
D,Hutchison Dr & Health Sci Dr (WB),2012-10-04,6,20
D,Arlington Blvd & Lake Blvd (SB),2012-10-04,107,73
D,Arlington Blvd & Shasta Dr (SB),2012-10-04,119,81
D,Hutchison Dr & Bioletti Way (EB),2012-10-04,19,373
D,Arlington Blvd & Cabot St (SB),2012-10-04,23,10
D,Lake Blvd & Salem Ave (NB),2012-10-04,29,11
D,Hutchison Dr & Ext Center (WB),2012-10-04,15,21
D,Hutchison Dr & Health Sci Drive (EB),2012-10-04,12,24
D,Lake Blvd & Portage Bay (NB),2012-10-04,163,116
D,La Rue Rd & Orchard (NB),2012-10-04,3,1
D,Lake Blvd & 1050 (NB),2012-10-04,51,59
D,Arlington Blvd & Westernesse Rd (SB),2012-10-04,9,6
D,Hutchison & California (WB),2012-10-04,1454,926
D,Russell Blvd & Sycamore Ln (EB),2012-10-04,4,4
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-04,10,1
D,Lake Blvd & Salem Ave (NB),2012-10-05,25,13
D,Russell Blvd & Arthur St (WB),2012-10-05,37,57
D,Hutchison Dr & Bioletti Way (EB),2012-10-05,28,283
D,Hutchison & California (WB),2012-10-05,1200,912
D,Arlington Blvd & Westernesse Rd (SB),2012-10-05,6,2
D,Hutchison Dr & Health Sci Dr (WB),2012-10-05,4,19
D,Russell Blvd & Arlington Farms (WB),2012-10-05,178,196
D,Arlington Blvd & Cabot St (SB),2012-10-05,15,9
D,Arlington Blvd & Lake Blvd (SB),2012-10-05,84,68
D,Arlington Blvd & Shasta Dr (SB),2012-10-05,92,65
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-05,9,3
D,Lake Blvd & Portage Bay (NB),2012-10-05,132,91
D,Lake Blvd & 1050 (NB),2012-10-05,37,44
D,Hutchison Dr & Ext Center (WB),2012-10-05,6,11
D,Hutchison Dr & Health Sci Drive (EB),2012-10-05,3,17
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-08,5,2
D,Hutchison Dr & Health Sci Dr (WB),2012-10-08,13,23
D,Russell Blvd & Arlington Farms (WB),2012-10-08,160,247
D,Russell Blvd & Sycamore Ln (EB),2012-10-08,1,0
D,La Rue Rd & Orchard (NB),2012-10-08,6,1
D,Arlington Blvd & Shasta Dr (SB),2012-10-08,89,71
D,Hutchison Dr & Bioletti Way (EB),2012-10-08,1,287
D,Hutchison Dr & Health Sci Drive (EB),2012-10-08,6,21
D,Arlington Blvd & Cabot St (SB),2012-10-08,17,12
D,Russell Blvd & Sycamore Ln (WB),2012-10-08,2,2
D,Arlington Blvd & Westernesse Rd (SB),2012-10-08,7,3
D,Lake Blvd & 1050 (NB),2012-10-08,41,57
D,Hutchison Dr & Ext Center (WB),2012-10-08,5,13
D,Arlington Blvd & Lake Blvd (SB),2012-10-08,99,76
D,La Rue Rd & Orchard (SB),2012-10-08,0,1
D,Russell Blvd & Arthur St (WB),2012-10-08,31,73
D,Lake Blvd & Portage Bay (NB),2012-10-08,106,123
D,Lake Blvd & Salem Ave (NB),2012-10-08,26,12
D,Hutchison & California (WB),2012-10-08,1540,910
D,Arlington Blvd & Shasta Dr (SB),2012-10-09,97,80
D,Lake Blvd & Portage Bay (NB),2012-10-09,128,143
D,La Rue Rd & Orchard (NB),2012-10-09,3,2
D,Hutchison & California (WB),2012-10-09,1512,976
D,Arlington Blvd & Westernesse Rd (SB),2012-10-09,6,3
D,Russell Blvd & Arthur St (WB),2012-10-09,42,72
D,Russell Blvd & Sycamore Ln (WB),2012-10-09,2,2
D,Hutchison Dr & Health Sci Dr (WB),2012-10-09,13,19
D,Hutchison Dr & Bioletti Way (EB),2012-10-09,2,325
D,Lake Blvd & Salem Ave (NB),2012-10-09,18,19
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-09,6,2
D,Arlington Blvd & Cabot St (SB),2012-10-09,21,10
D,Hutchison Dr & Ext Center (WB),2012-10-09,8,16
D,Russell Blvd & Sycamore Ln (EB),2012-10-09,0,2
D,Lake Blvd & 1050 (NB),2012-10-09,40,52
D,Russell Blvd & Arlington Farms (WB),2012-10-09,177,237
D,Hutchison Dr & Health Sci Drive (EB),2012-10-09,26,23
D,Arlington Blvd & Lake Blvd (SB),2012-10-09,91,85
D,La Rue Rd & Orchard (NB),2012-10-10,3,0
D,Arlington Blvd & Cabot St (SB),2012-10-10,25,6
D,Hutchison Dr & Bioletti Way (EB),2012-10-10,23,384
D,Russell Blvd & Sycamore Ln (WB),2012-10-10,4,4
D,Arlington Blvd & Shasta Dr (SB),2012-10-10,113,84
D,Arlington Blvd & Lake Blvd (SB),2012-10-10,101,78
D,Hutchison Dr & Ext Center (WB),2012-10-10,15,11
D,Arlington Blvd & Westernesse Rd (SB),2012-10-10,4,3
D,Russell Blvd & Sycamore Ln (EB),2012-10-10,6,2
D,Russell Blvd & Arlington Farms (WB),2012-10-10,193,246
D,Hutchison & California (WB),2012-10-10,1406,1008
D,Lake Blvd & 1050 (NB),2012-10-10,59,69
D,Hutchison Dr & Health Sci Drive (EB),2012-10-10,8,19
D,Lake Blvd & Salem Ave (NB),2012-10-10,20,14
D,Lake Blvd & Portage Bay (NB),2012-10-10,177,126
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-10,7,5
D,Hutchison Dr & Health Sci Dr (WB),2012-10-10,13,27
D,Russell Blvd & Arthur St (WB),2012-10-10,39,74
D,Lake Blvd & Portage Bay (NB),2012-10-11,171,137
D,Arlington Blvd & Lake Blvd (SB),2012-10-11,123,84
D,Hutchison Dr & Ext Center (WB),2012-10-11,8,11
D,Russell Blvd & Arthur St (WB),2012-10-11,38,77
D,Hutchison Dr & Health Sci Dr (WB),2012-10-11,10,26
D,Arlington Blvd & Cabot St (SB),2012-10-11,22,18
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-11,5,1
D,Arlington Blvd & Westernesse Rd (SB),2012-10-11,5,3
D,La Rue Rd & Orchard (NB),2012-10-11,8,0
D,Russell Blvd & Sycamore Ln (WB),2012-10-11,5,7
D,Hutchison Dr & Bioletti Way (EB),2012-10-11,1,363
D,Hutchison Dr & Health Sci Drive (EB),2012-10-11,20,26
D,Hutchison & California (WB),2012-10-11,1574,1018
D,Russell Blvd & Sycamore Ln (EB),2012-10-11,0,2
D,Arlington Blvd & Shasta Dr (SB),2012-10-11,111,84
D,Lake Blvd & 1050 (NB),2012-10-11,63,67
D,Lake Blvd & Salem Ave (NB),2012-10-11,32,19
D,Russell Blvd & Arlington Farms (WB),2012-10-11,213,266
D,Lake Blvd & Salem Ave (NB),2012-10-12,26,13
D,Arlington Blvd & Westernesse Rd (SB),2012-10-12,9,4
D,Hutchison Dr & Ext Center (WB),2012-10-12,6,8
D,Lake Blvd & 1050 (NB),2012-10-12,45,52
D,Lake Blvd & Portage Bay (NB),2012-10-12,140,105
D,Russell Blvd & Arthur St (WB),2012-10-12,34,47
D,Arlington Blvd & Cabot St (SB),2012-10-12,28,11
D,Arlington Blvd & Shasta Dr (SB),2012-10-12,93,73
D,Hutchison & California (WB),2012-10-12,1286,956
D,Hutchison Dr & Health Sci Dr (WB),2012-10-12,11,14
D,Hutchison Dr & Bioletti Way (EB),2012-10-12,2,289
D,Hutchison Dr & Health Sci Drive (EB),2012-10-12,11,21
D,Russell Blvd & Arlington Farms (WB),2012-10-12,194,191
D,Arlington Blvd & Lake Blvd (SB),2012-10-12,72,71
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-12,9,0
D,Russell Blvd & Sycamore Ln (WB),2012-10-15,3,1
D,Arlington Blvd & Westernesse Rd (SB),2012-10-15,5,3
D,La Rue Rd & Orchard (NB),2012-10-15,15,4
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-15,4,0
D,Arlington Blvd & Shasta Dr (SB),2012-10-15,86,75
D,Russell Blvd & Sycamore Ln (EB),2012-10-15,1,3
D,Hutchison Dr & Health Sci Drive (EB),2012-10-15,7,24
D,Hutchison & California (WB),2012-10-15,1532,910
D,Hutchison Dr & Bioletti Way (EB),2012-10-15,1,329
D,Arlington Blvd & Lake Blvd (SB),2012-10-15,83,89
D,Lake Blvd & 1050 (NB),2012-10-15,41,68
D,Lake Blvd & Salem Ave (NB),2012-10-15,21,20
D,Russell Blvd & Arlington Farms (WB),2012-10-15,228,281
D,Lake Blvd & Portage Bay (NB),2012-10-15,133,124
D,Hutchison Dr & Ext Center (WB),2012-10-15,7,16
D,Arlington Blvd & Cabot St (SB),2012-10-15,25,7
D,Hutchison Dr & Health Sci Dr (WB),2012-10-15,12,21
D,Russell Blvd & Arthur St (WB),2012-10-15,43,70
D,Hutchison Dr & Bioletti Way (EB),2012-10-16,0,334
D,Russell Blvd & Sycamore Ln (EB),2012-10-16,0,2
D,Hutchison Dr & Health Sci Drive (EB),2012-10-16,20,19
D,Lake Blvd & Salem Ave (NB),2012-10-16,21,13
D,Arlington Blvd & Cabot St (SB),2012-10-16,20,9
D,Lake Blvd & Portage Bay (NB),2012-10-16,157,116
D,La Rue Rd & Orchard (SB),2012-10-16,0,2
D,Hutchison Dr & Health Sci Dr (WB),2012-10-16,13,21
D,Arlington Blvd & Westernesse Rd (SB),2012-10-16,5,0
D,Lake Blvd & 1050 (NB),2012-10-16,51,70
D,Hutchison Dr & Ext Center (WB),2012-10-16,9,24
D,Russell Blvd & Arlington Farms (WB),2012-10-16,243,256
D,La Rue Rd & Orchard (NB),2012-10-16,6,2
D,Arlington Blvd & Shasta Dr (SB),2012-10-16,99,76
D,Russell Blvd & Arthur St (WB),2012-10-16,38,76
D,Hutchison & California (WB),2012-10-16,1634,1012
D,Russell Blvd & Sycamore Ln (WB),2012-10-16,2,3
D,Arlington Blvd & Lake Blvd (SB),2012-10-16,95,85
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-16,9,3
D,Arlington Blvd & Cabot St (SB),2012-10-17,23,10
D,Hutchison Dr & Health Sci Drive (EB),2012-10-17,14,26
D,Hutchison Dr & Ext Center (WB),2012-10-17,10,18
D,La Rue Rd & Orchard (NB),2012-10-17,2,0
D,Lake Blvd & Portage Bay (NB),2012-10-17,171,128
D,Lake Blvd & Salem Ave (NB),2012-10-17,24,15
D,Hutchison & California (WB),2012-10-17,1660,924
D,Russell Blvd & Sycamore Ln (WB),2012-10-17,5,3
D,Arlington Blvd & Lake Blvd (SB),2012-10-17,118,84
D,Arlington Blvd & Shasta Dr (SB),2012-10-17,110,81
D,Russell Blvd & Sycamore Ln (EB),2012-10-17,1,0
D,Lake Blvd & 1050 (NB),2012-10-17,54,70
D,Hutchison Dr & Health Sci Dr (WB),2012-10-17,20,21
D,Russell Blvd & Arthur St (WB),2012-10-17,39,65
D,Hutchison Dr & Bioletti Way (EB),2012-10-17,2,367
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-17,11,3
D,Arlington Blvd & Westernesse Rd (SB),2012-10-17,6,4
D,Russell Blvd & Arlington Farms (WB),2012-10-17,216,257
D,Russell Blvd & Arlington Farms (WB),2012-10-18,211,240
D,La Rue Rd & Orchard (NB),2012-10-18,5,0
D,Hutchison & California (WB),2012-10-18,1464,954
D,Russell Blvd & Arthur St (WB),2012-10-18,32,58
D,Arlington Blvd & Westernesse Rd (SB),2012-10-18,13,2
D,Arlington Blvd & Shasta Dr (SB),2012-10-18,98,84
D,Lake Blvd & Salem Ave (NB),2012-10-18,26,17
D,Russell Blvd & Sycamore Ln (WB),2012-10-18,3,12
D,Hutchison Dr & Ext Center (WB),2012-10-18,9,20
D,Hutchison Dr & Health Sci Dr (WB),2012-10-18,13,25
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-18,12,4
D,Arlington Blvd & Lake Blvd (SB),2012-10-18,104,90
D,Lake Blvd & 1050 (NB),2012-10-18,64,66
D,Russell Blvd & Sycamore Ln (EB),2012-10-18,1,1
D,Arlington Blvd & Cabot St (SB),2012-10-18,27,4
D,La Rue Rd & Orchard (SB),2012-10-18,0,1
D,Lake Blvd & Portage Bay (NB),2012-10-18,173,126
D,Hutchison Dr & Health Sci Drive (EB),2012-10-18,17,33
D,Hutchison Dr & Bioletti Way (EB),2012-10-18,1,368
D,Arlington Blvd & Westernesse Rd (SB),2012-10-19,6,3
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-19,9,0
D,Russell Blvd & Arthur St (WB),2012-10-19,30,60
D,Hutchison Dr & Ext Center (WB),2012-10-19,17,18
D,Hutchison Dr & Bioletti Way (EB),2012-10-19,0,309
D,Lake Blvd & Salem Ave (NB),2012-10-19,11,8
D,Lake Blvd & 1050 (NB),2012-10-19,45,53
D,Russell Blvd & Arlington Farms (WB),2012-10-19,177,200
D,Hutchison & California (WB),2012-10-19,1098,892
D,Hutchison Dr & Health Sci Dr (WB),2012-10-19,9,12
D,Lake Blvd & Portage Bay (NB),2012-10-19,130,85
D,Arlington Blvd & Cabot St (SB),2012-10-19,18,7
D,Arlington Blvd & Shasta Dr (SB),2012-10-19,82,59
D,Hutchison Dr & Health Sci Drive (EB),2012-10-19,8,18
D,Arlington Blvd & Lake Blvd (SB),2012-10-19,82,65
D,Hutchison Dr & Bioletti Way (EB),2012-10-22,1,410
D,Arlington Blvd & Cabot St (SB),2012-10-22,26,13
D,Arlington Blvd & Lake Blvd (SB),2012-10-22,112,105
D,La Rue Rd & Orchard (SB),2012-10-22,1,1
D,La Rue Rd & Orchard (NB),2012-10-22,15,0
D,Russell Blvd & Arthur St (WB),2012-10-22,57,84
D,Hutchison Dr & Health Sci Drive (EB),2012-10-22,18,25
D,Russell Blvd & Sycamore Ln (WB),2012-10-22,8,5
D,Russell Blvd & Arlington Farms (WB),2012-10-22,286,302
D,Hutchison Dr & Ext Center (WB),2012-10-22,11,22
D,Hutchison Dr & Health Sci Dr (WB),2012-10-22,15,32
D,Arlington Blvd & Shasta Dr (SB),2012-10-22,140,100
D,Russell Blvd & Sycamore Ln (EB),2012-10-22,13,2
D,Lake Blvd & 1050 (NB),2012-10-22,74,81
D,Arlington Blvd & Westernesse Rd (SB),2012-10-22,10,4
D,Lake Blvd & Salem Ave (NB),2012-10-22,37,21
D,Lake Blvd & Portage Bay (NB),2012-10-22,187,148
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-22,14,3
D,Hutchison & California (WB),2012-10-22,2024,1108
D,Hutchison Dr & Ext Center (WB),2012-10-23,17,27
D,Arlington Blvd & Bucklebury Rd (SB),2012-10-23,17,1
D,La Rue Rd & Orchard (SB),2012-10-23,0,1
D,Hutchison Dr & Health Sci Dr (WB),2012-10-23,13,32
D,Hutchison Dr & Health Sci Drive (EB),2012-10-23,19,27
D,Arlington Blvd & Lake Blvd (SB),2012-10-23,121,93
D,Arlington Blvd & Westernesse Rd (SB),2012-10-23,10,6
D,Russell Blvd & Arlington Farms (WB),2012-10-23,250,296
D,Arlington Blvd & Shasta Dr (SB),2012-10-23,112,90
D,Russell Blvd & Arthur St (WB),2012-10-23,48,66
